Detachment_ID,Army_Name,Detachment_Name,Item_Type,Item_ID,Item_Name,Points,CP_Cost,DP_Cost,Detachment_Disposition,Short_Description,Long_Description
DARK_AGE_ARSENAL,,Dark Age Arsenal,ENHANCEMENT,DARK_AGE_ARSENAL_ENHANCEMENT_PETITION_OF_STABILITY,Petition Of Stability,,,,,"Plasma attacks have +6"" R.","ADEPTUS ASTARTES unit only. This unit's plasma attacks have +6"" R."
space_marines_stormlance_task_force,,Stormlance Task Force,ENHANCEMENT,space_marines_stormlance_task_force_enhancement_portents_of_wisdom,Portents of Wisdom,15,,,,"LEADING
Re-roll Advance","ADEPTUS ASTARTES model only. While the bearer is leading a unit, you can re-roll Advance rolls made for that unit."
LIBRARIUS_CONCLAVE,,Librarius Conclave,ENHANCEMENT,LIBRARIUS_CONCLAVE_ENHANCEMENT_PRESCIENCE,Prescience,20,,,,"PSYKER, excluding TERMINATOR: Reactive move D6""
In Divination: 6""","ADEPTUS ASTARTES PSYKER model only, excluding TERMINATOR models. Once per turn per unit, in your opponent's Movement phase, when an enemy unit ends a move within 8"" of this unit, if this unit is unengaged, this unit can make a normal move of up to D6"". Or, if this unit has the Divination Discipline ability, up to 6""."
space_marines_vanguard_spearhead,,Vanguard Spearhead,ENHANCEMENT,space_marines_vanguard_spearhead_enhancement_shadow_war_veteran,Shadow War Veteran,30,,,,"PHOBOS gets Lord of Deceit (Aura): Within 12"", +1CP for stratagems","Shadow War Veteran: PHOBOS model only. Gain following ability:
Lord of Deceit (Aura): Each time your opponent targets a unit from their army with a Stratagem, if that unit is within 12"" of this model, increase the cost of that use of that Stratagem by 1CP."
SUBVERSION_ASSETS,,Subversion Assets,ENHANCEMENT,SUBVERSION_ASSETS_ENHANCEMENT_SHROUD_FIELD,Shroud Field,20,,,,PHOBOS model only. This model has Lone Operative and Stealth.,PHOBOS model only. This model has Lone Operative and Stealth.
dark_angels_inner_circle_task_force,,Inner Circle Task Force,ENHANCEMENT,dark_angels_inner_circle_task_force_enhancement_singular_will,Singular Will,20,,,,"+3"" Pile in, Consolidate","Singular Will: DEATHWING model only. Each time the bearer’s unit Piles In or Consolidates, models in that unit can move an additional 3""."
space_marines_spearpoint_task_force,,Spearpoint Task Force,ENHANCEMENT,space_marines_spearpoint_task_force_enhancement_spearpoint_paragon,Spearpoint Paragon,25,,,," +1 Strength and AP to melee weapons. If the bearer charged, +2 Strength and AP instead.","SPEARPOINT PARAGON: ADEPTUS ASTARTES model only. Improve the Strength and Armour Penetration characteristics of the bearer’s melee weapons by 1. Each time the bearer ends a Charge move, until the end of the turn, improve the Strength and Armour Penetration characteristics of the bearer’s melee weapons by 2 instead."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,ENHANCEMENT,iron_hands_hammer_of_avernii_enhancement_spiritus_ferrum,Spiritus Ferrum,25,,,,"MELEE. 
 +1 Attacks for Bearer
 +1 Attacks, ONCE for Unit","Adeptus Astartes model only. Add 1 to the Attacks characteristic of the bearer’s melee weapons. Once per battle, at the start of any phase, the bearer can use this Enhancement. If it does, until the end of the phase, add 1 to the Attacks characteristic of melee weapons equipped by all other models in the bearer’s unit as well."
dark_angels_lions_blade_task_force,,Lions Blade Task Force,ENHANCEMENT,dark_angels_lions_blade_task_force_enhancement_stalwart_champion,Stalwart Champion,15,,,,+1 to OC value,"CAPTAIN, CHAPLAIN or LIEUTENANT model only. While the bearer’s unit is not Battle-shocked, add 1 to the Objective Control characteristic of models in the bearer’s unit."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,ENHANCEMENT,iron_hands_hammer_of_avernii_enhancement_steel_font,Steel Font,15,,,,TERMINATOR. Return 1 destroyed model in COMMAND.,"Adeptus Astartes Terminator model only. While the bearer is leading a unit, in your Command phase, you can return 1 destroyed Bodyguard model to that unit."
space_marines_spearpoint_task_force,,Spearpoint Task Force,ENHANCEMENT,space_marines_spearpoint_task_force_enhancement_stormseers_wisdom,Stormseers’ Wisdom,15,,,,"While leading a unit, re-roll Advance rolls for that unit.","STORMSEERS’ WISDOM: ADEPTUS ASTARTES model only. While the bearer is leading a unit, you can re-roll Advance rolls made for that unit."
space_marines_blade_of_ultramar,,Blade Of Ultramar,ENHANCEMENT,space_marines_blade_of_ultramar_enhancement_student_of_the_codex,Student Of The Codex,20,,,,Tactical doctrine can be ON,"CAPTAIN model only. At the start of your Command phase, if the bearer is on the battlefield, instead of selecting a Combat Doctrine to be active for your army, you can select the Tactical Doctrine. If you do, until the start of your next Command phase, that Combat Doctrine is active for the bearer’s unit only, even if you have already selected that Combat Doctrine to be active for your army this battle."
dark_angels_wrath_of_the_rock,,Wrath of the Rock,ENHANCEMENT,dark_angels_wrath_of_the_rock_enhancement_tempered_in_battle,Tempered in Battle,10,,,,Aura to re-roll LD and Battleshock,"Adeptus Astartes model only. While a friendly Adeptus Astartes unit is within 6"" of this model, you can re-roll Battle-shock and Leadership tests taken for
that unit."
LIBRARIUS_CONCLAVE,,Librarius Conclave,ENHANCEMENT,LIBRARIUS_CONCLAVE_ENHANCEMENT_TEMPORAL_CORRIDOR,Temporal Corridor,25,,,,"PSYKER: Go to Reserves at end opponent's Fight phase. 
In Telekinesis: Grants Deep Strike.","ADEPTUS ASTARTES PSYKER model only. At the end of your opponent's Fight phase, you can place this unit into strategic reserves. If this unit has the Telekinesis Discipline ability, this unit has Deep Strike."
space_marines_vanguard_spearhead,,Vanguard Spearhead,ENHANCEMENT,space_marines_vanguard_spearhead_enhancement_the_blade_driven_deep,The Blade Driven Deep,25,,,,Leading = Infiltrator to Unit,"The Blade Driven Deep: ADEPTUS ASTARTES INFANTRY model only. While the bearer is leading a unit, models in that unit have the Infiltrators ability."
space_marines_gladius_task_force,,Gladius Task Force,ENHANCEMENT,space_marines_gladius_task_force_enhancement_the_honour_vehement,The Honour Vehement,15,,,,"+1 Attack +1 Strength
 +2 Attack +2 Strength in Assault","The Honour Vehement: ADEPTUS ASTARTES model only. Add 1 to the Attacks and Strength characteristics of the bearer’s melee weapons. While the bearer is under the effects of the Assault Doctrine, add 2 to the Attacks and Strength characteristics of the bearers melee weapons instead."
DARKFLIGHT_PURSUIT,,Darkflight Pursuit,ENHANCEMENT,DARKFLIGHT_PURSUIT_ENHANCEMENT_THUNDERCOWL_TURBINES,Thundercowl Turbines,,,,,"RAVENWING FLY unit only. In your first Movement phase, this unit can make an ingress move.","RAVENWING FLY unit only. In your first Movement phase, this unit can make an ingress move."
space_marines_shadowmark_talon,,Shadowmark Talon,ENHANCEMENT,space_marines_shadowmark_talon_enhancement_umbral_raptor,Umbral Raptor,15,,,,Stealth and Lone Op,ADEPTUS ASTARTES model only. The bearer has the Stealth and Lone Operative abilities.
space_marines_blade_of_ultramar,,Blade Of Ultramar,ENHANCEMENT,space_marines_blade_of_ultramar_enhancement_veteran_of_behemoth,Veteran Of Behemoth,25,,,,"SUSTAIN HITS 1
Re-roll Adv in Dev doctrine","ADEPTUS ASTARTES model only. While the bearer is leading a unit, ranged weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability. In addition, while the bearer’s unit is under the effects of the Devastator Doctrine, you can reroll Advance rolls made for that unit."
space_marines_firestorm_assault_force,,Firestorm Assault Force,ENHANCEMENT,space_marines_firestorm_assault_force_enhancement_war_tempered_artifice,War-tempered Artifice,25,,,,Melee +3 Strength,ADEPTUS ASTARTES INFANTRY model only. Add 3 to the Strength characteristic of the bearer’s melee weapons.
space_marines_vanguard_spearhead,,Vanguard Spearhead,STRATAGEM,space_marines_vanguard_spearhead_stratagem_a_deadly_prize_1cp,A Deadly Prize,,1,,,"Sticky Objective +
Sabotaged","WHEN: Start of the Command phase.

TARGET: One ADEPTUS ASTARTES INFANTRY or ADEPTUS ASTARTES MOUNTED unit from your army within range of an objective marker you control.

EFFECT: That objective marker is said to be Sabotaged, and remains under your control even if you have no models within range of it, until your opponent controls it at the start or end of any turn. While an objective marker is Sabotaged and under your control, each time an enemy unit ends a Normal, Advance, Fall Back or Charge move within range of that objective marker, roll one D6: on a 2+, that enemy unit suffers D3 mortal wounds."
SUBVERSION_ASSETS,,Subversion Assets,STRATAGEM,SUBVERSION_ASSETS_STRATAGEM_ADAPTIVE_OPERATIONS,ADAPTIVE OPERATIONS,,1,,,SHOOTING: A PHOBOS or SCOUT SQUAD unit starts an action. That action does not prevent the unit from shooting.,"WHEN: Your Shooting phase, when a friendly PHOBOS/SCOUT SQUAD unit starts an action.

TARGET: That PHOBOS/SCOUT SQUAD unit.

EFFECT: That action does not prevent your unit from being eligible to shoot."
space_marines_gladius_task_force,,Gladius Task Force,STRATAGEM,space_marines_gladius_task_force_stratagem_adaptive_strategy_1cp,Adaptive Strategy,,1,,,Pick a different doctrine for the unit.,"WHEN: Your Command phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Select the Devastator Doctrine, Tactical Doctrine or Assault Doctrine. Until the start of your next Command phase, that Combat Doctrine is active for that unit instead of any other Combat Doctrine that is active for your army, even if you have already selected that doctrine this battle."
FULGURIS_TASK_FORCE,,Fulguris Task Force,STRATAGEM,FULGURIS_TASK_FORCE_STRATAGEM_ANTI_GRAV_SURGE,ANTI-GRAV SURGE,,1,,,SPEEDER goes to Reserves at end of Enemy Fight.,"WHEN: End of your opponent's Fight phase.

TARGET: One friendly unengaged SPEEDER unit.

EFFECT: Place your unit in strategic reserves."
space_marines_spearpoint_task_force,,Spearpoint Task Force,STRATAGEM,space_marines_spearpoint_task_force_stratagem_armour_of_contempt_1cp,Armour Of Contempt,,1,,,Enemy Shooting/Fight. One ADEPTUS ASTARTES unit worsens incoming AP by 1.,"WHEN: Your opponent’s Shooting phase or the Fight phase, just after an enemy unit has selected its targets.

TARGET: One ADEPTUS ASTARTES unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the attacking unit has finished making its attacks, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1."
space_marines_blade_of_ultramar,,Blade Of Ultramar,STRATAGEM,space_marines_blade_of_ultramar_stratagem_armour_of_contempt_1cp,Armour Of Contempt,,1,,,Incoming AP is worsen by 1.,"WHEN: Your opponent’s Shooting phase or the Fight phase, just after an enemy unit has selected its targets.

TARGET: One Adeptus Astartes unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1."
space_marines_firestorm_assault_force,,Firestorm Assault Force,STRATAGEM,space_marines_firestorm_assault_force_stratagem_armour_of_contempt_1cp,Armour Of Contempt,,1,,,-1 AP for vs one unit,"WHEN: Your opponent’s Shooting phase or the Fight phase, just after an enemy unit has selected its targets.

TARGET: One Adeptus Astartes unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1."
space_marines_gladius_task_force,,Gladius Task Force,STRATAGEM,space_marines_gladius_task_force_stratagem_armour_of_contempt_1cp,Armour Of Contempt,,1,,,Incoming AP is worsen by 1.,"WHEN: Your opponent’s Shooting phase or the Fight phase, just after an enemy unit has selected its targets.

TARGET: One Adeptus Astartes unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1."
dark_angels_inner_circle_task_force,,Inner Circle Task Force,STRATAGEM,dark_angels_inner_circle_task_force_stratagem_armour_of_contempt_1cp,ARMOUR OF CONTEMPT,,1,,,Enemy Shooting or Fight: -1 AP,"WHEN: Your opponent’s Shooting phase or the Fight phase, just after an enemy unit has selected its targets.

TARGET: One ADEPTUS ASTARTES unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the attacking unit has finished making its attacks, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,STRATAGEM,iron_hands_hammer_of_avernii_stratagem_augmetic_fortitude_1cp,AUGMETIC FORTITUDE,,1,,,"ENEMY CHARGE
VETS
-1 Damage","WHEN: Your opponent’s Charge phase, just after an enemy unit ends a Charge move.

TARGET: One Adeptus Astartes Terminator, Bladeguard Veteran Squad, Sternguard Veteran Squad or Vanguard Veteran Squad unit from your army within Engagement Range of that enemy unit.

EFFECT: Until the end of the turn, each time an attack is allocated to a model in your unit, subtract 1 from the Damage characteristic of that attack."
space_marines_forgefathers_seekers,,Forgefather's Seekers,STRATAGEM,space_marines_forgefathers_seekers_stratagem_blazing_earth_1cp,Blazing Earth,,1,,,"Torrent Weapons, Enemy -2"" to Charge.","WHEN: Start of your opponent’s Charge phase.

TARGET: One ADEPTUS ASTARTES unit from your army equipped with one or more Torrent weapons.

EFFECT: Select one enemy unit (excluding MONSTERS and VEHICLES and units with the FLY keyword) within 12"" of and visible to your unit. Until the end of the phase, each time that enemy unit declares a charge, subtract 2 from the Charge roll (this is not cumulative with any other negative modifiers to that Charge roll)."
space_marines_stormlance_task_force,,Stormlance Task Force,STRATAGEM,space_marines_stormlance_task_force_stratagem_blitzing_fusillade_1cp,BLITZING FUSILLADE,,1,,,"SHOOTING ANY UNIT 
ASSAULT or SUSTAIN 1.","WHEN: Your Shooting phase.

TARGET: One ADEPTUS ASTARTES unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, ranged weapons equipped by models in your unit have the [ASSAULT] ability. If such a weapon already has this ability, until the end of the phase, that weapon has the [SUSTAINED HITS 1] ability as well."
space_marines_firestorm_assault_force,,Firestorm Assault Force,STRATAGEM,space_marines_firestorm_assault_force_stratagem_burning_vengeance_1cp,Burning Vengeance,,1,,,Disembark and Shoot,"WHEN: Your opponent’s Shooting phase, just after an enemy unit has resolved its attacks.

TARGET: One ADEPTUS ASTARTES TRANSPORT unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: One unit embarked within that TRANSPORT can disembark as if it were your Movement phase, and can then shoot as if it were your Shooting phase, but must target only that enemy unit when doing so, and can only do so if that enemy unit is an eligible target."
space_marines_vanguard_spearhead,,Vanguard Spearhead,STRATAGEM,space_marines_vanguard_spearhead_stratagem_calculated_feint_1cp,Calculated Feint,,1,,,"Enemy Charge. Move D6.
Phobos and Scouts Move 6""","WHEN: Your opponent’s Charge phase, just after an enemy unit declares a charge.

TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that was selected as a target of that charge.

EFFECT: Your unit can make a Normal move of up to D6"", or up to 6"" instead if it is a PHOBOS or SCOUT SQUAD unit.

RESTRICTIONS: You cannot select a unit that is within Engagement Range of one or more enemy units."
SUBVERSION_ASSETS,,Subversion Assets,STRATAGEM,SUBVERSION_ASSETS_STRATAGEM_CLOAKED_POSITION,CLOAKED POSITION,,1,,,"START OF ENEMY MOVEMENT: One unengaged PHOBOS or SCOUT SQUAD unit has -3"" detection range until the end of the turn.","WHEN: Start of your opponent's Movement phase.

TARGET: One friendly unengaged PHOBOS/SCOUT SQUAD unit.

EFFECT: Your unit has -3"" detection range until the end of the turn."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,STRATAGEM,iron_hands_hammer_of_avernii_stratagem_cogitated_ferocity_1cp,COGITATED FEROCITY,,1,,,"MELEE
DREADS and VETS
LETHAL OR SUSTAIN 1","WHEN: Your Fight phase.

TARGET: One Adeptus Astartes Dreadnought, Terminator, Bladeguard Veteran Squad, Sternguard Veteran Squad or Vanguard Veteran Squad unit from your army that has not been selected to fight this phase.

EFFECT: Select either the [SUSTAINED HITS 1] or [LETHAL HITS] abilities. Until the end of the phase, melee weapons equipped by models in your unit have the selected ability"
space_marines_blade_of_ultramar,,Blade Of Ultramar,STRATAGEM,space_marines_blade_of_ultramar_stratagem_courage_and_honour_1cp,Courage And Honour!,,1,,,"CHARGE +1 To Wound
with Assault doctrine -1 AP","WHEN: Fight phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Until the end of the phase, - weapons equipped by models in your unit have the [LANCE] ability. If your unit is under the effects of the Assault Doctrine, until the end of the phase, improve the Armour Penetration characteristic of such weapons by 1 as well.

Lance: When CHARGING, Add +1 To Wound."
space_marines_firestorm_assault_force,,Firestorm Assault Force,STRATAGEM,space_marines_firestorm_assault_force_stratagem_crucible_of_battle_1cp,Crucible Of Battle,,1,,,+1 To Wound,"WHEN: Your Shooting phase or the Fight phase.

TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that has not been selected to shoot or fight this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes an attack that targets the closest eligible target within 6"", add 1 to the Wound roll."
FULGURIS_TASK_FORCE,,Fulguris Task Force,STRATAGEM,FULGURIS_TASK_FORCE_STRATAGEM_DATA_LINK_AUGURY,DATA-LINK AUGURY,,1,,,"SPEEDER within 24"". Enemy has +6"" detection until SPEEDER has shot.","WHEN: Your Shooting phase, when a friendly SPEEDER unit is selected to shoot.

TARGET: That SPEEDER unit.

EFFECT: Select one enemy unit within 24"" of your unit. That enemy unit has +6"" detection range until your unit has shot."
space_marines_emperors_shield,,Emperor's Shield,STRATAGEM,space_marines_emperors_shield_stratagem_disciplined_extermination_1cp,DISCIPLINED EXTERMINATION,,1,,,"RANGE
TERMINATORS & VETS
Ignore Cover and AP -1","WHEN: Your Shooting phase.

TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, ranged weapons equipped by models in your unit have the [IGNORES COVER] ability and improve the Armour Penetration characteristic of such weapons by 1."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,STRATAGEM,iron_hands_hammer_of_avernii_stratagem_dominator_beacon_1cp,DOMINATOR BEACON,,1,,,"MOVEMENT
DREADS and VETS
Sticky Objective","WHEN: Your Movement phase.

TARGET: One Adeptus Astartes Dreadnought, Terminator, Bladeguard Veteran Squad, Sternguard Veteran Squad or Vanguard Veteran Squad unit from your army within range of an objective marker you control.

EFFECT: That objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the end of a phase."
space_marines_emperors_shield,,Emperor's Shield,STRATAGEM,space_marines_emperors_shield_stratagem_dropship_extraction_1cp,DROPSHIP EXTRACTION,,1,,,"MELEE
TERMINATORS only
Go back to RESERVES","WHEN: End of your opponent’s Fight phase.

TARGET: One ADEPTUS ASTARTES TERMINATOR unit from your army. You cannot target a unit that is within Engagement Range of one or more enemy units.

EFFECT: Remove your unit from the battlefield and place it into Strategic Reserves."
iron_hands_hammer_of_avernii,,Hammer Of Avernii,STRATAGEM,iron_hands_hammer_of_avernii_stratagem_dropship_extraction_1cp,DROPSHIP EXTRACTION,,1,,,"ENEMY FIGHT
TERMINATOR
GO BACK TO RESERVES","WHEN: End of your opponent’s Fight phase.

TARGET: One Adeptus Astartes Terminator unit from your army. You cannot target a unit that is within Engagement Range of one or more enemy units.

EFFECT: Remove your unit from the battlefield and place it into Strategic Reserves"
dark_angels_inner_circle_task_force,,Inner Circle Task Force,STRATAGEM,dark_angels_inner_circle_task_force_stratagem_duty_unto_death_1cp,DUTY UNTO DEATH,,1,,,Deathwing ANY: Fight on Death on 4+.  VOWED OBJ = 3+.,"WHEN: Fight phase, just after an enemy unit has selected its targets.

TARGET: One DEATHWING unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time a model in your unit is destroyed, if that model has not fought this phase, roll one D6, adding 1 if your unit is within range of your Vowed objective marker. On a 4+, do not remove the destroyed model from play; it can fight after the attacking unit has finished making its attacks, and is then removed from play."
space_marines_spearpoint_task_force,,Spearpoint Task Force,STRATAGEM,space_marines_spearpoint_task_force_stratagem_evasive_manoeuvres_1cp,Evasive Manoeuvres,,1,,,Enemy Shooting. MOUNTED or FLY VEHICLE gets -1 to be hit and wounded.,"WHEN: Your opponent’s Shooting phase, just after an enemy unit has selected its targets.

TARGET: One ADEPTUS ASTARTES MOUNTED or ADEPTUS ASTARTES FLY VEHICLE unit from your army that was selected as the target of one or more of the attacking unit’s attacks.

EFFECT: Until the end of the phase, each time an attack targets your unit, subtract 1 from the Hit roll and subtract 1 from the Wound roll."
INTERROGATION_CONCLAVE,,Interrogation Conclave,STRATAGEM,INTERROGATION_CONCLAVE_STRATAGEM_EXACTING_PUNISHMENT,EXACTING PUNISHMENT,,1,,,CHAPLAIN: Shooting or Fight have [PRECISION].,"WHEN: Your Shooting phase or the Fight phase, when a friendly CHAPLAIN unit is selected to attack.

TARGET: That CHAPLAIN unit.

EFFECT: Your unit's attacks have [PRECISION]."
space_marines_blade_of_ultramar,,Blade Of Ultramar,STRATAGEM,space_marines_blade_of_ultramar_stratagem_exemplary_vigilance_1cp,Exemplary Vigilance,,1,,,No Cover and -1 AP in Dev doctrine.,"WHEN: Your Shooting phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Until the end of the phase, ranged weapons equipped by models in your unit have the [IGNORES COVER] ability. If your unit is under the effects of the Devastator Doctrine, until the end of the phase, improve the Armour Penetration characteristic of such weapons by 1 as well."
space_marines_shadowmark_talon,,Shadowmark Talon,STRATAGEM,space_marines_shadowmark_talon_stratagem_feint_and_thrust_1cp,FEINT AND THRUST,,1,,,"ANY: Fallback Shoot and Charge.
PHOBOS & SCOUTS: Also Adv.","WHEN: Your Movement phase.

TARGET: One ADEPTUS ASTARTES unit from your army.

EFFECT: Until the end of the turn, your unit is eligible to shoot and declare a charge in a turn in which it Fell Back. 

If it is a PHOBOS or SCOUT SQUAD unit, it is also eligible to shoot and declare a charge in a turn in which it Advanced."
space_marines_stormlance_task_force,,Stormlance Task Force,STRATAGEM,space_marines_stormlance_task_force_stratagem_full_throttle_2cp,FULL THROTTLE,,2,,,"MOVEMENT: Auto Advance
9"" Mounted, 6"" for Vehicles (No Walkers)","WHEN: Your Movement phase.

TARGET: One ADEPTUS ASTARTES MOUNTED or ADEPTUS ASTARTES VEHICLE unit (excluding WALKERS) from your army.

EFFECT: Until the end of the phase, if your unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of models in your unit, or 9"" instead if your unit is MOUNTED."
space_marines_emperors_shield,,Emperor's Shield,STRATAGEM,space_marines_emperors_shield_stratagem_fury_of_the_first_1cp,FURY OF THE FIRST,,1,,,"RANGE or MELEE
TERMINATORS & VETS
 +1 To Hit 
IF wounded +1 To Wound","WHEN: Your Shooting phase or the Fight phase.

TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army that has not been selected to shoot or fight this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes an attack, add 1 to the Hit roll. If your unit is below its Starting Strength, add 1 to the Wound roll as well."
space_marines_vanguard_spearhead,,Vanguard Spearhead,STRATAGEM,space_marines_vanguard_spearhead_stratagem_guerrilla_tactics_1cp,Guerrilla Tactics,,1,,,"End of Enemy Fight. Remove from play.
Phobos and Scouts: Remove x2.","WHEN: End of your opponent’s Fight phase.

TARGET: Up to two PHOBOS and/or SCOUT SQUAD units from your army, or one other ADEPTUS ASTARTES INFANTRY unit from your army.

EFFECT: Remove those units from the battlefield and place them into Strategic Reserves.

RESTRICTIONS: Each unit selected for this Stratagem must be more than 3"" away from all enemy models."
space_marines_gladius_task_force,,Gladius Task Force,STRATAGEM,space_marines_gladius_task_force_stratagem_honour_the_chapter_1cp,Honour The Chapter,,1,,,"CHARGE +1 To Wound
with Assault doctrine -1 AP","WHEN: Fight phase.

TARGET: One Adeptus Astartes unit from your army.

EFFECT: Until the end of the phase, - weapons equipped by models in your unit have the [LANCE] ability. If your unit is under the effects of the Assault Doctrine, until the end of the phase, improve the Armour Penetration characteristic of such weapons by 1 as well.

Lance: When CHARGING, Add +1 To Wound."
space_marines_spearpoint_task_force,,Spearpoint Task Force,STRATAGEM,space_marines_spearpoint_task_force_stratagem_hunters_instincts_1cp,Hunter’s Instincts,,1,,,"Enemy Movement. INFANTRY or MOUNTED within 9"" can make a Normal move up to 6"".","WHEN: Your opponent’s Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.

TARGET: One ADEPTUS ASTARTES INFANTRY unit or ADEPTUS ASTARTES MOUNTED unit from your army that is within 9"" of that enemy unit. You cannot target a unit that is within Engagement Range of one or more enemy units.

EFFECT: Your unit can make a Normal move of up to 6""."
dark_angels_lions_blade_task_force,,Lions Blade Task Force,STRATAGEM,dark_angels_lions_blade_task_force_stratagem_illuminating_fire_1cp,ILLUMINATING FIRE,,1,,,"Shooting. Ravenwing within 12"" of target. 
All Deathwing +1 To Wound.","WHEN: Your Shooting phase, just after a RAVENWING unit from your army has selected its targets.

TARGET: That RAVENWING unit.

EFFECT: Select one enemy unit within 12"" of your unit that was selected as the target of one or more of the attacking unit’s attacks. Until the end of the phase, each time a friendly DEATHWING unit makes an attack that targets that enemy unit, add 1 to the Wound roll."
space_marines_firestorm_assault_force,,Firestorm Assault Force,STRATAGEM,space_marines_firestorm_assault_force_stratagem_immolation_protocols_2cp,Immolation Protocols,,2,,,Devastating Wounds,"WHEN: Your Shooting phase.

TARGET: One ADEPTUS ASTARTES unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, Torrent weapons equipped by models in that unit have the [DEVASTATING WOUNDS] ability. 

DEVASTATING WOUNDS: Critical Wounds (ie 6s) = No Saves allowed."
dark_angels_wrath_of_the_rock,,Wrath of the Rock,STRATAGEM,dark_angels_wrath_of_the_rock_stratagem_inescapable_justice_2cp,INESCAPABLE JUSTICE,,2,,,2nd Oath Target,"WHEN: Any phase, just after your Oath of Moment target is destroyed.

TARGET: One Adeptus Astartes Character unit that is on the battlefield.

EFFECT: Select one enemy unit within 12"" and visible to your unit. That enemy unit becomes your Oath of Moment target."
dark_angels_lions_blade_task_force,,Lions Blade Task Force,STRATAGEM,dark_angels_lions_blade_task_force_stratagem_inescapable_wrath_2cp,INESCAPABLE WRATH,,2,,,"End of Enemy Charge: Charge within 6"". 
Deathwing Infantry and Walkers.","WHEN: End of your opponent’s Charge phase.

TARGET: One DEATHWING INFANTRY or DEATHWING WALKER unit from your army that is within 6"" of one or more enemy units and would be eligible to declare a charge against one or more of those enemy units if it were your Charge phase.

EFFECT: Your unit now declares a charge that only targets one or more of those enemy units, and you resolve that charge.

RESTRICTIONS: Note that even if this charge is successful, your unit does not receive any Charge bonus this turn."
space_marines_shadowmark_talon,,Shadowmark Talon,STRATAGEM,space_marines_shadowmark_talon_stratagem_into_darkness_1cp,INTO DARKNESS,,1,,,Return to Reserves. PHOBOS & SCOUTS return 2 units.,"WHEN: End of your opponent’s Fight phase.

TARGET: Up to two PHOBOS and/or SCOUT SQUAD units from your army, or one other ADEPTUS ASTARTES INFANTRY unit from your army. You cannot target a unit that is within Engagement Range of one or more enemy units.

EFFECT: Remove those units from the battlefield and place them into Strategic Reserves."
dark_angels_lions_blade_task_force,,Lions Blade Task Force,STRATAGEM,dark_angels_lions_blade_task_force_stratagem_knights_of_iron_1cp,KNIGHTS OF IRON,,1,,,Moving. Ravenwing move thru terrain.,"WHEN: Your Movement phase or your Charge phase.

TARGET: One RAVENWING unit from your army.

EFFECT: Until the end of the phase, each time a model in your unit makes a Normal, Advance or Charge move, it can move horizontally through terrain features."
space_marines_shadowmark_talon,,Shadowmark Talon,STRATAGEM,space_marines_shadowmark_talon_stratagem_lay_low_the_tyrants_1cp,LAY LOW THE TYRANTS,,1,,,Unit gets PRECISION,"WHEN: Fight phase.

TARGET: One ADEPTUS ASTARTES INFANTRY unit from your army that has not been selected to fight this phase.

EFFECT: Until the end of the phase, melee weapons equipped by models in your unit have the [PRECISION] ability."
